Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Unnamed: 8
CNIT,"China Information Technology, Inc.",1.72,$70.11M,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cnit,
CIFS,China Internet Nationwide Financial Services Inc.,34.34,$756.27M,2017.0,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/cifs,
CJJD,"China Jo-Jo Drugstores, Inc.",1.4,$35.3M,,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cjjd,
CLDC,China Lending Corporation,2.11,$50.13M,2014.0,Finance,Diversified Financial Services,https://www.nasdaq.com/symbol/cldc,
HTHT,"China Lodging Group, Limited",141.39,$10.28B,2010.0,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/htht,
CHNR,"China Natural Resources, Inc.",2.1206,$52.83M,,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/chnr,
CREG,China Recycling Energy Corporation,2.145,$17.83M,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/creg,
CNTF,China TechFaith Wireless Communication Technology Limited,2.1319999999999997,$22.57M,2005.0,,,https://www.nasdaq.com/symbol/cntf,
CXDC,China XD Plastics Company Limited,3.95,$196.42M,,Capital Goods,Containers/Packaging,https://www.nasdaq.com/symbol/cxdc,
CCIH,ChinaCache International Holdings Ltd.,1.3,$33.26M,2010.0,Technology,EDP Services,https://www.nasdaq.com/symbol/ccih,
CNET,"ChinaNet Online Holdings, Inc.",2.91,$46.95M,,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/cnet,
IMOS,ChipMOS TECHNOLOGIES INC.,14.2,$607.69M,,Technology,Semiconductors,https://www.nasdaq.com/symbol/imos,
CDXC,ChromaDex Corporation,3.71,$203.55M,,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cdxc,
CHSCL,CHS Inc,27.72,,,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/chscl,
CHSCM,CHS Inc,26.43,$502.17M,,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/chscm,
CHSCN,CHS Inc,27.32,$458.98M,,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/chscn,
CHSCO,CHS Inc,28.33,$320.67M,,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/chsco,
CHSCP,CHS Inc,29.465,$213.1M,,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/chscp,
CHDN,"Churchill Downs, Incorporated",276.75,$3.75B,,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/chdn,
CHUY,"Chuy&#39;s Holdings, Inc.",29.95,$506.91M,2012.0,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/chuy,
CDTX,"Cidara Therapeutics, Inc.",4.3,$92M,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cdtx,
CMCT,CIM Commercial Trust Corporation,15.1,$661.15M,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cmct,
CMCTP,CIM Commercial Trust Corporation,,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cmctp,
CMPR,Cimpress N.V,141.27,$4.34B,,Miscellaneous,Publishing,https://www.nasdaq.com/symbol/cmpr,
CINF,Cincinnati Financial Corporation,70.01,$11.49B,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/cinf,
CIDM,Cinedigm Corp,1.64,$57.31M,,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/cidm,
CTAS,Cintas Corporation,175.23,$18.7B,1983.0,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/ctas,
CRUS,"Cirrus Logic, Inc.",39.29,$2.49B,1989.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/crus,
CSCO,"Cisco Systems, Inc.",45.3,$218.23B,1990.0,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/csco,
CTRN,"Citi Trends, Inc.",29.92,$411.71M,2005.0,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/ctrn,
CTXR,"Citius Pharmaceuticals, Inc.",2.46,$26.24M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctxr,
CTXRW,"Citius Pharmaceuticals, Inc.",0.4,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctxrw,
CZNC,Citizens & Northern Corp,24.6,$301.7M,,Finance,Major Banks,https://www.nasdaq.com/symbol/cznc,
CZWI,"Citizens Community Bancorp, Inc.",14.09,$83.17M,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/czwi,
CZFC,Citizens First Corporation,26.36,$66.89M,,Finance,Major Banks,https://www.nasdaq.com/symbol/czfc,
CIZN,Citizens Holding Company,22.65,$110.87M,,Finance,Major Banks,https://www.nasdaq.com/symbol/cizn,
CTXS,"Citrix Systems, Inc.",105.23,$14.43B,1995.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ctxs,
CHCO,City Holding Company,72.21,$1.11B,,Finance,Major Banks,https://www.nasdaq.com/symbol/chco,
CIVB,"Civista Bancshares, Inc. ",23.0,$235.6M,,Finance,Major Banks,https://www.nasdaq.com/symbol/civb,
CIVBP,"Civista Bancshares, Inc. ",73.0,,,Finance,Major Banks,https://www.nasdaq.com/symbol/civbp,
CLAR,Clarus Corporation,7.15,$214.8M,,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/clar,
CLNE,Clean Energy Fuels Corp.,1.78,$271.48M,2007.0,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/clne,
CACG,ClearBridge All Cap Growth ETF,28.7,$55.96M,,,,https://www.nasdaq.com/symbol/cacg,
YLDE,ClearBridge Dividend Strategy ESG ETF,26.8,,,,,https://www.nasdaq.com/symbol/ylde,
LRGE,ClearBridge Large Cap Growth ESG ETF,29.925,$2.99M,,,,https://www.nasdaq.com/symbol/lrge,
CLFD,"Clearfield, Inc.",12.0,$165.81M,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/clfd,
CLRO,"ClearOne, Inc.",5.9,$48.98M,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/clro,
CLSD,"Clearside Biomedical, Inc.",12.15,$388.16M,2016.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clsd,
CLIR,ClearSign Combustion Corporation,1.8,$38.45M,2012.0,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/clir,
CLIRW,ClearSign Combustion Corporation,0.5482,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/clirw,
CMTA,Clementia Pharmaceuticals Inc.,16.88,$535.39M,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cmta,
CBLI,"Cleveland BioLabs, Inc.",2.84,$32.03M,2006.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/cbli,
CLVS,"Clovis Oncology, Inc.",42.81,$2.24B,2011.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clvs,
CMFN,CM Finance Inc,8.0,$109.53M,2014.0,,,https://www.nasdaq.com/symbol/cmfn,
CMSS,CM Seven Star Acquisition Corporation,9.75,$256.65M,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/cmss,
CMSSR,CM Seven Star Acquisition Corporation,0.3238,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/cmssr,
CMSSU,CM Seven Star Acquisition Corporation,10.28,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/cmssu,
CMSSW,CM Seven Star Acquisition Corporation,0.37,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/cmssw,
CME,CME Group Inc.,159.16,$54.18B,2002.0,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cme,
CCNE,CNB Financial Corporation,28.88,$441.41M,,Finance,Major Banks,https://www.nasdaq.com/symbol/ccne,
CWAY,"Coastway Bancorp, Inc.",27.4,$120.18M,2014.0,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cway,
COBZ,CoBiz Financial Inc.,20.38,$863.42M,1998.0,Finance,Major Banks,https://www.nasdaq.com/symbol/cobz,
COKE,Coca-Cola Bottling Co. Consolidated,164.87,$1.54B,1972.0,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/coke,
COCP,"Cocrystal Pharma, Inc.",1.86,$45.39M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cocp,
CODA,"Coda Octopus Group, Inc.",4.2,$43.48M,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/coda,
CDXS,"Codexis, Inc.",11.85,$630.87M,2010.0,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/cdxs,
CODX,"Co-Diagnostics, Inc.",1.88,$23.16M,2017.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/codx,
CVLY,"Codorus Valley Bancorp, Inc",29.3,$261.16M,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cvly,
JVA,"Coffee Holding Co., Inc.",4.13,$23.72M,2005.0,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/jva,
CCOI,"Cogent Communications Holdings, Inc.",48.2,$2.23B,,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/ccoi,
CGNX,Cognex Corporation,47.17,$8.16B,1989.0,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cgnx,
CTSH,Cognizant Technology Solutions Corporation,82.17,$48.14B,1998.0,Technology,EDP Services,https://www.nasdaq.com/symbol/ctsh,
CWBR,"CohBar, Inc.",5.4838,$219.11M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cwbr,
COHR,"Coherent, Inc.",168.08,$4.17B,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/cohr,
CHRS,"Coherus BioSciences, Inc.",15.2,$914.34M,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/chrs,
COHU,"Cohu, Inc.",22.6,$645.27M,,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/cohu,
CLCT,"Collectors Universe, Inc.",15.72,$141.74M,1999.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/clct,
COLL,"Collegium Pharmaceutical, Inc.",22.16,$731.89M,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/coll,
CIGI,Colliers International Group Inc. ,73.0,$2.76B,,Finance,Real Estate,https://www.nasdaq.com/symbol/cigi,
CLGN,"CollPlant Holdings, Ltd.",5.7,$19.51M,,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/clgn,
CBAN,"Colony Bankcorp, Inc.",16.8,$141.78M,,Finance,Major Banks,https://www.nasdaq.com/symbol/cban,
COLB,"Columbia Banking System, Inc.",40.98,$3B,1992.0,Finance,Major Banks,https://www.nasdaq.com/symbol/colb,
CLBK,"Columbia Financial, Inc.",15.5,,2018.0,Finance,Savings Institutions,https://www.nasdaq.com/symbol/clbk,
COLM,Columbia Sportswear Company,81.08,$5.68B,1998.0,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/colm,
CMCO,Columbus McKinnon Corporation,35.31,$812.89M,1996.0,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/cmco,
CMCSA,Comcast Corporation,31.96,$147.07B,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/cmcsa,
CBSH,"Commerce Bancshares, Inc.",63.98,$6.82B,,Finance,Major Banks,https://www.nasdaq.com/symbol/cbsh,
CBSHP,"Commerce Bancshares, Inc.",25.7601,$2.36B,,Finance,Major Banks,https://www.nasdaq.com/symbol/cbshp,
CHUBA,"CommerceHub, Inc.",22.69,$989.85M,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/chuba,
CHUBK,"CommerceHub, Inc.",22.7,$990.29M,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/chubk,
CVGI,"Commercial Vehicle Group, Inc.",8.75,$271.29M,2004.0,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/cvgi,
COMM,"CommScope Holding Company, Inc.",28.01,$5.38B,2013.0,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/comm,
JCS,"Communications Systems, Inc.",3.6048,$32.82M,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/jcs,
ESXB,Community Bankers Trust Corporation.,8.95,$197.65M,,Finance,Major Banks,https://www.nasdaq.com/symbol/esxb,
CFBI,"Community First Bancshares, Inc.",11.2501,$84.81M,2017.0,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cfbi,
CYHHZ,"Community Health Systems, Inc.",0.0084,,,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/cyhhz,
CTBI,"Community Trust Bancorp, Inc.",48.65,$861.63M,,Finance,Major Banks,https://www.nasdaq.com/symbol/ctbi,
CWBC,Community West Bancshares,11.8052,$96.99M,,Finance,Major Banks,https://www.nasdaq.com/symbol/cwbc,
CVLT,"Commvault Systems, Inc.",67.65,$3.04B,2006.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cvlt,
CGEN,Compugen Ltd.,3.5,$179.53M,2000.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cgen,
CPSI,"Computer Programs and Systems, Inc.",29.8,$419.76M,2002.0,Technology,EDP Services,https://www.nasdaq.com/symbol/cpsi,
CTG,"Computer Task Group, Incorporated",7.43,$113.61M,,Technology,EDP Services,https://www.nasdaq.com/symbol/ctg,
CHCI,"Comstock Holding Companies, Inc.",2.44,$8.77M,2004.0,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/chci,
CMTL,Comtech Telecommunications Corp.,30.04,$709.55M,,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/cmtl,
CNAT,Conatus Pharmaceuticals Inc.,3.59,$107.93M,2013.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cnat,
CNCE,"Concert Pharmaceuticals, Inc.",19.73,$458.39M,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cnce,
CXRX,Concordia International Corp.,0.2689,$13.79M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cxrx,
CDOR,"Condor Hospitality Trust, Inc.",9.95,$118.75M,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cdor,
CFMS,"ConforMIS, Inc.",1.4,$85.18M,2015.0,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/cfms,
CNFR,"Conifer Holdings, Inc.",5.74,$48.91M,2015.0,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/cnfr,
CNMD,CONMED Corporation,66.75,$1.87B,1987.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/cnmd,
CTWS,"Connecticut Water Service, Inc.",68.92,$832.74M,,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/ctws,
CNOB,"ConnectOne Bancorp, Inc.",26.05,$837.82M,,Finance,Major Banks,https://www.nasdaq.com/symbol/cnob,
CONN,"Conn&#39;s, Inc.",26.45,$834.89M,2003.0,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/conn,
CNSL,"Consolidated Communications Holdings, Inc.",11.65,$824.56M,2005.0,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/cnsl,
CWCO,Consolidated Water Co. Ltd.,13.5,$201.77M,,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/cwco,
CNAC,Constellation Alpha Capital Corp.,9.98,$184.93M,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/cnac,
CNACR,Constellation Alpha Capital Corp.,0.33,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/cnacr,
CNACU,Constellation Alpha Capital Corp.,10.5,$194.57M,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/cnacu,
CNACW,Constellation Alpha Capital Corp.,0.29,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/cnacw,
ROAD,"Construction Partners, Inc.",12.1,$587.67M,,,,https://www.nasdaq.com/symbol/road,
CPSS,"Consumer Portfolio Services, Inc.",3.52,$76.1M,1992.0,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/cpss,
CFRX,ContraFect Corporation,1.57,$115.64M,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cfrx,
CTRV,ContraVir Pharmaceuticals Inc,0.2548,$21.65M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctrv,
CTRL,Control4 Corporation,23.69,$616.44M,2013.0,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/ctrl,
CVON,"ConvergeOne Holdings, Inc.",8.83,$628.7M,2017.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cvon,
CVONW,"ConvergeOne Holdings, Inc.",1.1008,,2017.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cvonw,
CPRT,"Copart, Inc.",52.82,$12.25B,1994.0,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/cprt,
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",6.2,$354.27M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/crbp,
CORT,Corcept Therapeutics Incorporated,17.42,$2.01B,2004.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cort,
CORE,"Core-Mark Holding Company, Inc.",20.31,$937.35M,,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/core,
CORI,"Corium International, Inc.",9.73,$351.49M,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cori,
CSOD,"Cornerstone OnDemand, Inc.",45.24,$2.61B,2011.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/csod,
CRVL,CorVel Corp.,49.85,$941.17M,,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/crvl,
CRVS,"Corvus Pharmaceuticals, Inc.",9.66,$282.01M,2016.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/crvs,
CSGP,"CoStar Group, Inc.",377.87,$13.75B,1998.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/csgp,
COST,Costco Wholesale Corporation,195.19,$85.65B,,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/cost,
CPAH,CounterPath Corporation,2.51,$14.9M,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cpah,
ICBK,"County Bancorp, Inc.",28.0,$187.31M,2015.0,Finance,Major Banks,https://www.nasdaq.com/symbol/icbk,
COUP,Coupa Software Incorporated,50.46,$2.86B,2016.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/coup,
CVTI,"Covenant Transportation Group, Inc.",27.91,$527.76M,1994.0,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/cvti,
COWN,Cowen Inc.,15.25,$449.23M,,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cown,
COWNZ,Cowen Inc.,25.23,,,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cownz,
PMTS,CPI Card Group Inc.,2.74,$30.51M,2015.0,Finance,Finance Companies,https://www.nasdaq.com/symbol/pmts,
CPSH,CPS Technologies Corp.,1.33,$17.56M,,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/cpsh,
CRAI,"CRA International,Inc.",55.81,$452.69M,1998.0,Miscellaneous,Other Consumer Services,https://www.nasdaq.com/symbol/crai,
CBRL,"Cracker Barrel Old Country Store, Inc.",165.45,$3.97B,1981.0,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/cbrl,
BREW,"Craft Brew Alliance, Inc.",18.8,$363.02M,,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/brew,
CRAY,Cray Inc,27.2,$1.11B,,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/cray,
CACC,Credit Acceptance Corporation,322.71,$6.23B,1992.0,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/cacc,
DGLD,Credit Suisse AG,42.6,$16.15M,,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/dgld,
DSLV,Credit Suisse AG,24.59,$27.39M,,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/dslv,
GLDI,Credit Suisse AG,9.0,$121.73M,,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/gldi,
SLVO,Credit Suisse AG,7.65,$6.5M,,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/slvo,
TVIX,Credit Suisse AG,6.76,$402.11M,,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/tvix,
TVIZ,Credit Suisse AG,10.84,$5.51M,,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/tviz,
UGLD,Credit Suisse AG,10.99,$116.94M,,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ugld,
USLV,Credit Suisse AG,10.02,$302.53M,,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/uslv,
USOI,Credit Suisse AG,28.9567,,,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/usoi,
VIIX,Credit Suisse AG,16.98,$7.37M,,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/viix,
VIIZ,Credit Suisse AG,6.94,$798100,,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/viiz,
ZIV,Credit Suisse AG,69.84,$119.29M,,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ziv,
CREE,"Cree, Inc.",40.92,$4.11B,1993.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/cree,
CRESY,Cresud S.A.C.I.F. y A.,18.04,$904.96M,1997.0,Finance,Real Estate,https://www.nasdaq.com/symbol/cresy,
CRSP,CRISPR Therapeutics AG,49.09,$2.32B,2016.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/crsp,
CRTO,Criteo S.A.,27.24,$1.77B,2013.0,Technology,Advertising,https://www.nasdaq.com/symbol/crto,
CROX,"Crocs, Inc.",15.43,$1.05B,2006.0,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/crox,
CRON,Cronos Group Inc.,5.88,$1.04B,,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cron,
CCRN,"Cross Country Healthcare, Inc.",11.0,$397.73M,2001.0,Technology,Professional Services,https://www.nasdaq.com/symbol/ccrn,
CRWS,"Crown Crafts, Inc.",5.9,$59.51M,,Basic Industries,Textiles,https://www.nasdaq.com/symbol/crws,
